%time,field.data
15198000000,0.307873341569
15198000000,0.307873341569
15296000000,0.334584774574
15396000000,0.332561186738
15496000000,0.367332929637
15596000000,0.359275623006
15696000000,0.371684580071
15796000000,0.361437395104
15898000000,0.352180481898
15998000000,0.353129416167
16096000000,0.361938220999
16196000000,0.339436531267
16298000000,0.356655560359
16396000000,0.335239170045
16496000000,0.321336684235
16596000000,0.277775458106
16696000000,0.34684909161
16796000000,0.379937508684
16896000000,0.406716777598
16996000000,0.350803700016
17096000000,0.399269425694
17196000000,0.514678203022
17296000000,0.585596017093
17396000000,0.657336974176
17496000000,0.777228406316
17596000000,0.902718167566
17696000000,1.05003655532
17798000000,1.23336621738
17896000000,1.44151968928
17996000000,1.70652374285
18096000000,1.99485405175
18196000000,2.28313565532
18296000000,2.54106785608
18396000000,2.88252618099
18496000000,3.13897428151
18596000000,3.30423309417
18696000000,3.5341057514
18796000000,3.74675418524
18896000000,3.92019089784
18996000000,4.11501254063
19098000000,4.25306133767
19196000000,4.36376078711
19296000000,4.42538547311
19396000000,4.43480900795
19496000000,4.47800807195
19596000000,4.51441847159
19698000000,4.54243038515
19796000000,4.56369774939
19896000000,4.53870635653
19996000000,4.48069817758
20096000000,4.37596950376
20196000000,4.32819281583
20296000000,4.32063820295
20396000000,4.25263961341
20498000000,4.13989335981
20596000000,4.03062502646
20696000000,3.92701584184
20796000000,3.78117658801
20896000000,3.66836578049
20996000000,3.61111576584
21096000000,3.48121442723
21196000000,3.3614048596
21296000000,3.24478838929
21396000000,3.09572051317
21496000000,2.93715783376
21596000000,2.81143618744
21696000000,2.7610407774
21796000000,2.61880429467
21896000000,2.50223646605
21996000000,2.36146303359
22096000000,2.2540119611
22196000000,2.11330601087
22296000000,1.9998492814
22396000000,1.88031978861
22496000000,1.82247829192
22596000000,1.70834583445
22696000000,1.61300101042
22796000000,1.5044025471
22896000000,1.4018496067
22996000000,1.32229221888
23096000000,1.25267123396
23196000000,1.20327506492
23296000000,1.15138383626
23396000000,1.08788677933
23496000000,1.04532725071
23596000000,1.01592472474
23696000000,0.992503776841
23796000000,0.979437304165
23896000000,0.97931436933
23996000000,0.968782975737
24096000000,0.977143527188
24196000000,0.987193817491
24296000000,0.999417269087
24396000000,1.01616085794
24496000000,1.03740635864
24596000000,1.04935184182
24696000000,1.07557625565
24796000000,1.09744558369
24896000000,1.12274605184
24996000000,1.14349525716
25096000000,1.16679610989
25196000000,1.18383426831
25296000000,1.20938403642
25396000000,1.23022495968
25496000000,1.24939651914
25596000000,1.27158297776
25696000000,1.28429068784
25796000000,1.30067606309
25896000000,1.31908116807
25996000000,1.32737104273
26096000000,1.34186409322
26196000000,1.35516194501
26298000000,1.3615445408
26396000000,1.36882498712
26496000000,1.37833772848
26598000000,1.37801877188
26696000000,1.38353888929
26796000000,1.38632703717
26898000000,1.38563694359
26996000000,1.38854219756
27098000000,1.38437843258
27196000000,1.38647098631
27296000000,1.38901626335
27396000000,1.38130588381
27496000000,1.37624834559
27596000000,1.37204664647
27696000000,1.36495917352
27796000000,1.35560006421
27896000000,1.34980755126
27996000000,1.34874012274
28096000000,1.33961038548
28196000000,1.33263536933
28296000000,1.32555360506
28396000000,1.31365809533
28496000000,1.30994011127
28596000000,1.31487580401
28696000000,1.34080268052
28796000000,1.36263881116
28896000000,1.41258948862
28996000000,1.44681904976
29096000000,1.52712244509
29196000000,1.62127648775
29296000000,1.75049784081
29396000000,1.93136204846
29498000000,2.1046860316
29596000000,2.35759566996
29696000000,2.61471960378
29796000000,2.74633159205
29896000000,3.06003646864
29996000000,3.38263754832
30096000000,3.77921793976
30196000000,4.10298251708
30296000000,4.36214966644
30396000000,4.49813015572
30496000000,4.76595284325
30596000000,4.97632997105
30696000000,5.15292197049
30796000000,5.32348753875
30896000000,5.49353665632
30996000000,5.59464454987
31096000000,5.55648247045
31196000000,5.5970343214
31296000000,5.60638328324
31396000000,5.58824822406
31496000000,5.67293519196
31596000000,5.60658870468
31698000000,5.58293754936
31798000000,5.4174945889
31896000000,5.35459937803
31996000000,5.2437863983
32096000000,5.15252281611
32196000000,5.10213871283
32296000000,5.00272202398
32396000000,4.80792961526
32496000000,4.66096056347
32596000000,4.51431788531
32696000000,4.33216306632
32796000000,4.26492183317
32896000000,4.10392033329
32996000000,3.93902548092
33096000000,3.7468153935
33196000000,3.57117144694
33296000000,3.42484293193
33396000000,3.28386142638
33498000000,3.22692753912
33596000000,3.10647798936
33696000000,2.99144898659
33796000000,2.86471643963
33896000000,2.84151042794
33996000000,2.88176289257
34096000000,2.93842015378
34196000000,3.09480102322
34296000000,3.31854129616
34396000000,3.5102355168
34496000000,3.74854374968
34596000000,3.85350048435
34696000000,4.10907571632
34796000000,4.36097128187
34896000000,4.66053147443
34996000000,4.85897824254
35094000000,4.92740736891
35196000000,5.07086443051
35296000000,5.1813188864
35396000000,5.29901760462
35498000000,5.33562272777
35596000000,5.45417115791
35696000000,5.38413914666
35796000000,5.38574849673
35896000000,5.36865215334
35996000000,5.33644828517
36096000000,5.27240466361
36196000000,5.2253645419
36296000000,5.12997254479
36396000000,5.04171215936
36496000000,4.93274055257
36596000000,4.80417637645
36696000000,4.69869951409
36796000000,4.5708244561
36896000000,4.51405349262
36998000000,4.35554517169
37096000000,4.21416919183
37196000000,4.05805505417
37296000000,3.93990958562
37396000000,3.78236786324
37496000000,3.66646655627
37596000000,3.58876861934
37696000000,3.47293026973
37796000000,3.32810173097
37896000000,3.21300268616
37996000000,3.08020986692
38098000000,2.98730968421
38196000000,2.91352404927
38296000000,2.80217427198
38396000000,2.69969323444
38496000000,2.6121147899
38596000000,2.52383411168
38696000000,2.4369838309
38798000000,2.36652171362
38896000000,2.30054303444
38996000000,2.22218328847
39096000000,2.1943055663
39196000000,2.14173357203
39296000000,2.09083967432
39396000000,2.05249764006
39498000000,2.02296662869
39596000000,1.98648144002
39696000000,1.96054027863
39796000000,1.95175184802
39896000000,1.93842687562
39996000000,1.92493703708
40096000000,1.91606169337
40198000000,1.90467924102
40296000000,1.89121889802
40396000000,1.89388919019
40496000000,1.89148485282
40598000000,1.88640081905
40696000000,1.88245422597
40796000000,1.87811093485
40896000000,1.87798980384
40996000000,1.8681569619
41096000000,1.86424961752
41196000000,1.8600763503
41296000000,1.85674676592
41396000000,1.86090820127
41496000000,1.85459132164
41598000000,1.84539941776
41696000000,1.83633274966
41796000000,1.82297105106
41896000000,1.808437562
41996000000,1.80701462239
42096000000,1.79320719461
42196000000,1.77965367039
42296000000,1.76950201949
42396000000,1.75604358471
42496000000,1.73683125926
42596000000,1.73149799199
42696000000,1.71582768114
42796000000,1.7016610726
42896000000,1.68656913524
42998000000,1.67036123644
43096000000,1.64768462002
43196000000,1.63884868438
43296000000,1.62035506782
43396000000,1.60420590578
43496000000,1.58704245527
43596000000,1.56640177305
43696000000,1.54253362407
43796000000,1.53662181671
43896000000,1.51813295433
43996000000,1.50556430306
44096000000,1.49648241876
44196000000,1.50027719076
44296000000,1.49369393842
44396000000,1.52519264364
44496000000,1.6044962545
44596000000,1.70105224155
44696000000,1.84813723853
44796000000,2.02069296121
44896000000,2.22539001148
44996000000,2.39051975374
45096000000,2.69073769213
45196000000,3.00289092341
45296000000,3.3710386678
45398000000,3.65669725773
45496000000,4.00001813856
45596000000,4.2767266523
45696000000,4.48587361139
45796000000,4.56796790137
45896000000,4.78220898247
45996000000,4.92714838136
46096000000,4.99662656629
46198000000,5.04477567573
46296000000,5.09158714155
46396000000,5.02839746775
46496000000,5.0943385589
46598000000,5.08159312621
46696000000,5.05447474294
46796000000,5.01863450211
46898000000,4.95007029512
46998000000,4.79884517035
47096000000,4.78945130911
47196000000,4.70046646473
47296000000,4.58878767973
47396000000,4.47075531043
47496000000,4.29747322939
47596000000,4.18671509724
47696000000,4.14090807787
47796000000,3.9932240355
47896000000,3.84351378758
47996000000,3.71376734826
48096000000,3.55474292012
48196000000,3.39220310443
48296000000,3.24001495534
48396000000,3.16075117186
48496000000,3.03003092797
48596000000,2.9007614331
48696000000,2.76115582522
